"topicId","topicSlug","topicDisplayName","wikiItemId","freebaseMachineId"
1121,"monsanto","Monsanto","Q207983","0n8m6"
1122,"renault","Renault","Q6686","015k42"
1123,"ryanair","Ryanair","Q170614","01m_zd"
1125,"tupac-shakur","Tupac Shakur","Q6107","07pzc"
1134,"lamborghini","Lamborghini","Q35886","04mtl"
1136,"kraft-foods","Kraft Foods","Q327751","02ktt7"
1138,"fargo","Fargo","Q222720","011yhm"
1143,"bill-clinton","Bill Clinton","Q1124","0157m"
1144,"snow-leopard","Mac OS X Snow Leopard","Q381215","047glqs"
1155,"60-minutes","60 Minutes","Q247869","08k9h"
1157,"final-cut-pro","Final Cut Pro","Q9587","02ccw4"
1165,"google-maps","Google Maps","Q12013","055t58"
1166,"nagasaki","Nagasaki","Q38234","05gqf"
1167,"support-groups","Support Groups","Q3117735","0140nn"
1170,"hyatt","Hyatt Hotels","Q1425063","012r1wph"
1176,"black-holes","Black Holes","Q589","01h1s"
1180,"dominican-republic","Dominican Republic","Q786","027rn"
1181,"wakefield","Wakefield","Q216638","013t2y"
1182,"janet-jackson","Janet Jackson","Q131324","0gbwp"
1183,"anne-hathaway","Anne Hathaway","Q36301","02vntj"
1184,"carrot-cake","Carrot Cake","Q656071","06gf2f"
1185,"iwork-keynote","iWork Keynote","Q412510","01qkry"
1186,"dyson","Dyson","Q621429","05cskg"
1187,"roulette","Roulette","Q190975","06lpz"
1196,"young-jeezy","Young Jeezy","Q342447","01r_nkk"
1197,"dim-sum","Dim Sum","Q339836","0pmbh"
1202,"forex","FOREX","Q66076","02_cz4"
1208,"web-development","Web Development","Q386275","02wdy8"
1209,"volvo","Volvo","Q163810","07yw2"
1211,"akon","Akon","Q32849","0dt1cm"
1212,"us-federal-government","U.S. Federal Government","Q48525","01bqks"
1214,"jury-duty","Jury System","Q1714040","09k4jpv"
1215,"garage-sale","Garage Sales","Q19811","02rmnn"
1216,"advil","Advil","null","02p1ht3"
1217,"lakewood","Lakewood","Q462804","0rbgg"
1218,"nature","Nature","Q7860","05h0n"
1228,"keri-hilson","Keri Hilson","Q152453","0czvv0"
1232,"audiobooks","Audiobooks","Q106833","051gpf"
1233,"cesc-fabregas","Cesc Fabregas","Q17499","03tb61"
1234,"russell-brand","Russell Brand","Q296609","06crng"
1238,"urban-outfitters","Urban Outfitters","Q3552193","03kgz4"
1239,"marvin-gaye","Marvin Gaye","Q189758","012z8_"
1247,"all-blacks","New Zealand All Blacks","Q55801","0148q6"
1249,"spanish","Spanish","Q1321","06nm1"
1251,"anthrax","Anthrax","Q129104","0bsht"
1256,"nuclear-power","Nuclear Power","Q12739","05k97"
1258,"blu-ray-players","Blu-ray Players","Q47770","02nxhr"
1260,"telstra","Telstra","Q721162","07rnx"
1265,"peter-pan","Peter Pan","Q107190","0267l4m"
1268,"hdmi","HDMI","Q184292","02mvfg"
1270,"jay-leno","Jay Leno","Q218718","046lt"
1272,"victorias-secret","Victoria's Secret","Q332477","02pvjn"
1275,"ryan-reynolds","Ryan Reynolds","Q192682","036hf4"
1280,"amazing-race","Amazing Race","Q641613","02q2dv_"
1286,"nordstrom","Nordstrom","Q174310","01fc_q"
1288,"yelp","Yelp","Q2299611","0bngkg"
1292,"cadillac","Cadillac","Q27436","0h61x"
1295,"heart-disease","Heart Disease","Q190805","02k6hp"
1297,"rock-music","Rock Music","Q11399","06by7"
1298,"vintage","Vintage Shopping","Q7932858","041tyr"
1299,"hsbc","HSBC","Q190464","01vq1f"
1302,"little-rock","Little Rock","Q33405","0ftvg"
1306,"jon-stewart","Jon Stewart","Q211987","01j7rd"
1315,"morgan-freeman","Morgan Freeman","Q48337","055c8"
1318,"cartoon-network","Cartoon Network","Q708290","0ljc_"
1324,"william-shakespeare","William Shakespeare","Q692","081k8"
1325,"business-week","Business Week","Q833195","03s60l"
1334,"new-england","New England","Q18389","029jpy"
1335,"louis-vuitton","Louis Vuitton","Q191485","03h90x"
1336,"rainforest","Rainforests","Q9444","0d8cn"
1337,"communism","Communism","Q6186","01m59"
1342,"musical-theater","Musical Theatre","Q2743","0557q"
1350,"taipei","Taipei","Q1867","0ftkx"
1352,"waitrose","Waitrose","Q771734","022645"
1354,"safeway","Safeway","Q1508234","03lpnx"
1357,"godzilla","Godzilla","Q6567","034w_"
1358,"redbox","Redbox","Q7305489","04d75z"
1362,"brain-tumor","Brain Tumors","Q233309","09969"
1368,"business-model","Business Models","Q815823","0hd4m"
1369,"medicine","Medicine","Q11190","04sh3"
1370,"miss-universe","Miss Universe","Q161376","013c6x"
1381,"ice-cube","Ice Cube","Q173637","01vw26l"
1383,"audrey-hepburn","Audrey Hepburn","Q42786","0dqcm"
1385,"tanzania","Tanzania","Q924","07dzf"
1386,"cheerios","Cheerios","Q2425291","03m1ls"
1395,"green-bay","Green Bay","Q47430","01fscv"
1397,"street-fighter","Street Fighter","Q288035","079pq"
1398,"young-adult-literature","Young Adult Literature","Q1233720","03mfnf"
1404,"conference-call","Conference Calls","Q426394","024jcs"
1406,"ssl","SSL","Q206494","019pps"
1407,"domino","Dominoes","Q32907","029g5"
1408,"iron-maiden","Iron Maiden","Q42482","014_xj"
1412,"cydia","Cydia","Q502129","05b5r10"
1416,"sofia","Sofia","Q472","0ftjx"
1419,"zune","Zune","Q229851","02hy_ps"
1424,"coco-chanel","Coco Chanel","Q45661","037g0"
1425,"bradley-cooper","Bradley Cooper","Q205707","01_xtx"
1433,"metadata","Metadata","Q180160","05451"
1434,"michelle-obama","Michelle Obama","Q13133","025s5v9"
1436,"polaroid","Polaroid","Q423535","017zf_"
1438,"fernando-torres","Fernando Torres","Q42731","047kk6"
1446,"barclays","Barclays","Q245343","05t8c5"
1448,"typewriter","Typewriters","Q46335","0c2wf"
1451,"joe-biden","Joe Biden","Q6279","012gx2"
1452,"walking-dead","The Walking Dead","Q232737","0c3xpwy"
1453,"gucci-mane","Gucci Mane","Q206032","078wwr"
1457,"slr","SLR Cameras","Q196353","07bjf"
1462,"minimum-wage","Minimum Wage","Q186228","04rsd"
1464,"whatsapp","WhatsApp","Q1049511","0gwzvs1"
1467,"helsinki","Helsinki","Q1757","03khn"
1472,"gainesville","Gainesville","Q487999","0rh7t"
1478,"lisbon","Lisbon","Q597","04llb"
1483,"dover","Dover","Q179224","0b28g"
1489,"silverlight","Silverlight","Q489048","02pqhn2"
1490,"xkcd","xkcd","Q13915","0fzd3g"
1491,"educational-technology","Education Technology","Q1068473","067_f8"
1494,"ps2","PS2","Q10680","066kp"
1502,"trader-joes","Trader Joe's","Q1424605","0cncxk"
1503,"helen-keller","Helen Keller","Q38203","03ppx"
1504,"world-news","World News","Q1071646","0dlkdgg"
1511,"five-guys","Five Guys Burgers and Fries","Q1131810","07mxr1"
1518,"google-earth","Google Earth","Q42274","06ny5h"
1524,"tiesto","Tiesto","Q183508","01w334h"
1526,"t-mobile","T-Mobile","Q327634","013rs0"
1528,"mexico-city","Mexico City","Q1489","04sqj"
1534,"ticketmaster","Ticketmaster","Q2609162","02nnlv"
1537,"snoop-dogg","Snoop Dogg","Q6096","01vw8mh"
1540,"cpr","CPR","Q185325","0hk2p"
1545,"lupe-fiasco","Lupe Fiasco","Q310116","01wn718"
1548,"leukemia","Leukemia","Q29496","04psf"
1549,"woodstock","Woodstock","Q164815","085kv"
1550,"xavi","Xavi","Q17500","06mmrh"
1554,"sao-paulo","Sao Paulo","Q174","022pfm"
1555,"lil-kim","Lil' Kim","Q229379","01wyz92"
1559,"jurassic-park","Jurassic Park","Q2336369","02qzk2w"
1563,"nile","The Nile","Q3392","05b5w"
1566,"doj","U.S. Department of Justice","Q1553390","0dtj5"
1569,"tim-hortons","Tim Hortons","Q175106","018l04"
1577,"lexus","Lexus","Q35919","04n7g"
1583,"mario-kart","Mario Kart","Q188196","04zfy"
1584,"private-sector","Private Sector","Q591763","01lbdx"
1587,"arlington","Arlington","Q107126","0mpbx"
1590,"zucchini","Zucchini","Q7533","027pcv"
1594,"calculus","Calculus","Q149972","01lgy"
1597,"fast-food","Fast Food","Q81799","01_bhs"
1598,"perfume","Perfume","Q131746","0p833"
1604,"radiohead","Radiohead","Q44190","09jm8"
1605,"federal-communications-commission","Federal Communications Commission","Q128831","0fjdq"
1613,"honolulu","Honolulu","Q18094","02hrh0_"
1616,"quora","Quora","Q51711","0bm8t1r"
1620,"publix","Publix","Q672170","03p3081"
1624,"vpn","VPN","Q170963","012t0g"
1629,"internet-connection","Internet Connections","Q1472399","01rvgk"
1635,"fayetteville","Fayetteville","Q219526","0qxhc"
1654,"spreadsheet","Spreadsheet Software","Q183197","06wxc"
1659,"ludacris","Ludacris","Q193676","01vw37m"
1661,"williamsburg","Williamsburg","Q771572","02zqf6"
1665,"guinea","Guinea","Q1006","03676"
1669,"imdb","IMDb","Q37312","0873c4"
1673,"social-justice","Social Justice","Q264892","0d28b"
1678,"plagiarism","Plagiarism","Q164666","0c8d1"
1679,"irvine","Irvine","Q49219","0d7k1z"
1680,"apple-tv","Apple TV","Q270285","0gz0jd"
1681,"llama","Llamas","Q42569","04ldz"
1687,"dhs","Department of Homeland Security","Q11231","0fytk"
1688,"geneva","Geneva","Q71","03902"
1692,"instapaper","Instapaper","Q4022396","0hr82vx"
1694,"stevie-wonder","Stevie Wonder","Q714","012x4t"
1695,"henry-david-thoreau","Henry David Thoreau","Q131149","0bwx3"
1708,"avenged-sevenfold","Avenged Sevenfold","Q165193","041f35"
1714,"air-force","U.S. Air Force","Q11223","02rjqfl"
1726,"hard-rock","Hard Rock","Q83270","0xhtw"
1734,"progressive-insurance","Progressive Insurance","Q7248721","032v2q"
1735,"primark","Primark","Q137023","06cm4q"
1736,"motown","Motown","Q43327","016ckq"
1745,"phishing","Phishing","Q135005","027b9k"
1752,"ryan-gosling","Ryan Gosling","Q193815","03m6_z"
1754,"gtalk","Google Talk","Q51713","05bx_f"
1755,"unix","UNIX","Q11368","07scx"
1757,"junk-food","Junk Food","Q851384","0h55b"
1759,"research-in-motion","Research in Motion","Q502121","01y9f8"
1761,"kroger","Kroger","Q153417","0204w9"
1766,"monte-carlo","Monte Carlo","Q45240","010nlt"
1774,"sportscenter","Sportscenter","Q3131232","014smc"
1778,"thomas-jefferson","Thomas Jefferson","Q11812","07cbs"
1780,"mozart","Mozart","Q254","082db"
1782,"miyagi","Miyagi","Q47896","018jkl"
1787,"hot-topic","Hot Topic","Q9294032","02cjyq"
1804,"jameson","Jameson Irish Whiskey","Q2482","0b_b5c"
1813,"drinking-games","Drinking Games","Q1140722","028mq"
1827,"north-america","North America","Q49","059g4"
1833,"krispy-kreme","Krispy Kreme","Q1192805","015vw5"
1836,"citibank","Citibank","Q857063","01hlzm"
1840,"elementary-school","Elementary Schools","Q9842","0j_2_6r"
1841,"tony-awards","Tony Awards","Q191874","0f8kh"
1846,"medicaid","Medicaid","Q1141363","0fh83"
1847,"battlestar-galactica","Battlestar Galactica","Q836013","0p9_0"
1849,"freddie-mercury","Freddie Mercury","Q15869","01vn0t_"
1854,"dada","Dadaism","Q6034","0298q"
1869,"fan-club","Fan Clubs","Q3739173","02r_r4"
1872,"thomas-edison","Thomas Edison","Q8743","07bty"
1874,"navigation","Navigation","Q102066","05h78"
1886,"canterbury","Canterbury","Q29303","0cy07"
1890,"angola","Angola","Q916","0j4b"
1911,"gamestop","GameStop","Q202210","03xlfx"
1914,"daft-punk","Daft Punk","Q185828","016j7m"
1920,"fedex","FedEx","Q459477","0k9s1"
1938,"capcom","Capcom","Q14428","01nds"
1941,"ghostbusters","Ghostbusters","Q108745","01d2v1"
1953,"seinfeld","Seinfeld","Q23733","072kp"
1969,"apache","Apache","Q489709","0nzm"
1972,"riyadh","Riyadh","Q3692","0dlm_"
2006,"health-insurance","Health Insurance","Q334911","02gqxg"
2016,"sesame-street","Sesame Street","Q155629","0cwrr"
2018,"champions-league","Champions League","Q18756","0c1q0"
2020,"vhs","VHS","Q183976","0dq6p"
2021,"golf-course","Golf Courses","Q1048525","02vk5tw"
2028,"tempe","Tempe","Q51685","0qpsn"
2036,"mariah-carey","Mariah Carey","Q41076","04xrx"
2047,"nissan","Nissan","Q20165","05b4c"
2055,"imax","IMAX","Q188575","017fx5"
2060,"octopus","Octopi","Q40152","05py0"
2066,"lollapalooza","Lollapalooza","Q889643","01nv25"
2067,"san-jose-california","San Jose California","Q16553","0f04v"
2068,"manny-pacquiao","Manny Pacquiao","Q486359","03pmbb"
2072,"mortal-kombat","Mortal Kombat","Q241163","09wcn_"
2078,"taliban","Taliban","Q42418","07jqh"
2091,"toothbrush","Toothbrushes","Q134205","012xff"
2103,"uefa","UEFA","Q35572","07y9k"
2104,"arcade-fire","Arcade Fire","Q58608","045wvq"
2106,"astronaut","Astronauts","Q11631","0htp"
2111,"terminator","Terminator","Q162255","07ghq"
2114,"pringles","Pringles","Q528187","01pb8t"
2115,"job-interview","Job Interviews","Q850171","05y7_j"
2127,"christina-aguilera","Christina Aguilera","Q41594","0127s7"
2132,"beastie-boys","Beastie Boys","Q214039","017j6"
2137,"breaking-bad","Breaking Bad","Q1079","03d34x8"
2148,"eleanor-roosevelt","Eleanor Roosevelt","Q83396","02n9k"
2149,"social-security","Social Security","Q13479957","0d0b8"
2155,"topshop","Topshop","Q1893576","03sl98"
2160,"mila-kunis","Mila Kunis","Q37628","023v4_"
2171,"pay-per-view","Pay-Per-View","Q851440","0psvw"
2174,"toothpaste","Toothpaste","Q35855","012xjl"
2177,"plato","Plato","Q859","05qmj"
2181,"touch-screen","Touch Screens","Q165970","0316ky"
2211,"congo","Congo","Q974","088xp"
2214,"movember","Movember","Q31489","08p9p1"
2220,"kpn","KPN","Q338633","02s08w"
2226,"internal-revenue-service","Internal Revenue Service","Q973587","03z19"
2235,"john-lennon","John Lennon","Q1203","01vsl3_"
2239,"jim-morrison","Jim Morrison","Q44301","01w9ph_"
2249,"jimmy-fallon","Jimmy Fallon","Q335680","01n5309"
2269,"source-code","Source Code","Q128751","06wpv"
2275,"alicia-keys","Alicia Keys","Q121507","0g824"
2277,"duct-tape","Duct Tape","Q1030313","0bykn"
2279,"wolverine","Wolverine","Q14334","086tj"
2280,"50-cent","50 Cent","Q6060","01vvyc_"
2283,"gq","GQ Magazine","Q311249","02pypc"
2297,"exeter","Exeter","Q134672","02m__"
2323,"bbc-radio","BBC Radio","Q1191294","016df2"
2329,"textbook","Textbooks","Q83790","01lph_"
2330,"top-gear","Top Gear","Q910","01qytn"
2331,"hot-sauce","Hot Sauce","Q522171","04jw1r"
2338,"malibu","Malibu","Q387047","0r0m6"
2349,"janis-joplin","Janis Joplin","Q1514","044k8"
2352,"staples","Staples","Q785943","02rhj4"
2365,"david-guetta","David Guetta","Q8298","0840vq"
2382,"birth-control","Birth Control","Q122224","01cnz"
2385,"horoscope","Horoscopes","Q188518","09y0l"
2387,"goldfish","Goldfish","Q123141","03fj2"
2388,"kid-cudi","Kid Cudi","Q299138","04n2vgk"
2389,"pentagon","Pentagon","Q11208","09w3b"
2405,"mri","MRIs","Q161238","04xkp"
2421,"peta","PETA","Q151888","0gj8r"
2423,"hotmail","Hotmail","Q219136","0288nsm"
2435,"michael-jordan","Michael Jordan","Q41421","054c1"
2436,"how-i-met-your-mother","How I Met Your Mother","Q147235","07zhjj"
2466,"mobile-devices","Mobile Devices","Q5082128","030swj"
2486,"chemical-industry","Chemical Industry","Q207652","0g10z"
2488,"tripoli","Tripoli","Q3579","07p7g"
2496,"chardonnay","Chardonnay","Q213332","09cgp"
2509,"dns","DNS","Q8767","029zm"
2517,"socialism","Socialism","Q7272","06nsn"
2522,"antibiotics","Antibiotics","Q12187","0tbr"
2530,"diet-coke","Diet Coke","Q1815345","0qjf5"
2531,"tesco","Tesco","Q487494","03p39x1"
2541,"asthma","Asthma","Q35869","0c78m"
2552,"john-mayer","John Mayer","Q215215","01s21dg"
2562,"road-trip","Road Trips","Q6739884","0cnfpz"
2566,"ciara","Ciara","Q203223","03h_0_z"
2576,"childrens-books","Children's Books","Q131539","0dwly"
2591,"google-docs","Google Docs","Q9344","0dm258"
2621,"flashmob","Flash Mobs","Q152263","01q81w"
2633,"marmite","Marmite","Q1331998","051gd"
2648,"walgreens","Walgreens","Q1591889","02rx2k"
2649,"nairobi","Nairobi","Q3870","05d49"
2650,"tourism","Tourism","Q49389","07bxq"
2664,"windows-7","Windows 7","Q11215","05_30hd"
2666,"fergie","Fergie","Q180004","01svw8n"
2677,"paul-mccartney","Paul McCartney","Q2599","03j24kf"
2695,"roger-federer","Roger Federer","Q1426","01my95"
2696,"simple-plan","Simple Plan","Q485825","01h113"
2712,"warped-tour","Warped Tour","Q971625","017bc3"
2733,"george-w-bush","George W. Bush","Q207","09b6zr"
2736,"algorithms","Algorithms","Q8366","0jpv"
2742,"airplanes","Airplanes","Q197","05czz6l"
2746,"android-market","Google Play","Q79576","05n02d2"
2753,"piracy","Piracy","Q45393","0ddct"
2761,"toni-morrison","Toni Morrison","Q72334","0bv7t"
2782,"jets","Fighter Jets","Q127771","02yjc"
2787,"food-truck","Food Trucks","Q3303463","04s_6n"
2795,"houston-rockets","Houston Rockets","Q161345","0jmfb"
2797,"red-hot-chili-peppers","Red Hot Chili Peppers","Q10708","06mj4"
2814,"anaheim","Anaheim","Q49247","0k9p4"
2829,"sprite","Sprite","Q206978","03fqll"
2873,"algebra","Algebra","Q3968","0pmb"
2881,"baptist-church","Baptist Church","Q93191","019cr"
2888,"serena-williams","Serena Williams","Q11459","015z4j"
2922,"banjo","Banjos","Q258896","018j2"
2926,"hobbit","The Hobbit","Q74287","07g75"
2949,"red-lobster","Red Lobster","Q846301","04ch9_"
2975,"google-analytics","Google Analytics","Q220577","08w9_f"
2995,"bill-gates","Bill Gates","Q5284","017nt"
2996,"scrubs","Scrubs","Q485668","01fs__"
3007,"global-warming","Global Warming","Q7942","0d063v"
3040,"medan","Medan","Q5972","01_d_n"
3055,"poutine","Poutine","Q396184","0jtbr"
3067,"victoria-british-columbia","Victoria- British Columbia","Q2132","07ypt"
3072,"genesis","Genesis","Q151012","0dtd6"
3089,"aurora-colorado","Aurora Colorado","Q49246","0r8hc"
3093,"olive-garden","Olive Garden","Q3045312","02_vn6"
3102,"router","Routers","Q5318","06f76"
3143,"censorship","Censorship","Q543","01n0b"
3186,"knives","Knives","Q32489","04ctx"
3189,"macbook-air","MacBook Air","Q488192","03hl5pv"
3191,"marinas","Marinas","Q721207","01cs_p"
3219,"violin","Violins","Q8355","07y_7"
3251,"vodafone","Vodafone","Q122141","02d6ph"
3257,"arctic","The Arctic","Q386786","047mfj"
3263,"providence","Providence","Q18383","0c1d0"
3264,"mascara","Mascara","Q324120","027x0j"
3286,"hilton-hotels","HIlton Hotels","Q598884","0cmxrn"
3297,"disasters","Disasters","Q3839081","028hh"
3301,"waffle-house","Waffle House","Q1701206","02jjsq"
3360,"dalai-lama","Dalai Lama","Q37349","028g3"
3366,"winston-churchill","Winston Churchill","Q8016","082xp"
3378,"cvs","CVS","Q2078880","02rx13"
3382,"arcade-games","Arcade Games","Q192851","0d76r"
3392,"green-lantern","Green Lantern","Q32884","0js2k"
3394,"crocs","Crocs","Q926699","0cmtsr"
3399,"arctic-monkeys","Arctic Monkeys","Q170599","05q_9w"
3403,"amc","AMC Theatres","Q294721","02qffj"
3420,"chipotle","Chipotle","Q465751","01b566"
3421,"UCLA","UCLA","Q174710","09f2j"
3456,"pbs","PBS","Q215616","05xbx"
3465,"dow-jones","Dow Jones","Q180816","0cqyw"
3475,"epa","U.S. Enviromental Protection Agency","Q223853","0g0lh"
3495,"mascot","Mascots","Q4686758","0153bq"
3502,"stamps","Stamp Collecting","Q856075","06my8"
3572,"marilyn-monroe","Marilyn Monroe","Q4616","04wqr"
3620,"tobacco","Tobacco","Q1566","07ly_"
3629,"halo","Halo","Q1617710","04h6hv"
3636,"pizza-hut","Pizza Hut","Q191615","09cfq"
3637,"evernote","Evernote","Q430526","086n11"
3641,"pinterest","Pinterest","Q255381","0h3tm0f"
3718,"saturday-night-live","Saturday Night Live","Q13979","039cq4"
3727,"hulu","Hulu","Q1630304","02y_4jg"
3731,"doritos","Doritos","Q776795","0160jl"
3750,"david-cameron","David Cameron","Q192","0266lb"
3751,"brooklyn-nets-nba","Brooklyn Nets","Q572134","0jm3b"
3759,"muppets","The Muppets","Q1953422","05335"
3762,"noodles","Noodles","Q192874","0mfnf"
3790,"newport","Newport","Q101254","01xr6x"
3805,"bible","Bible","Q1845","015j7"
3808,"newsletter","Newsletters","Q264238","028pqw"
3841,"vocabulary","Vocabulary","Q6499736","01b5n5"
3866,"swansea","Swansea","Q23051","0ck6r"
3876,"denver-nuggets","Denver Nuggets","Q162954","0jmdb"
3892,"elle","Elle Magazine","Q154020","011hc2"
3908,"prada","Prada","Q193136","033j5y"
3922,"costco","Costco","Q715583","029f32"
3940,"imf","International Monetary Fund","Q7804","03y48"
3941,"daily-mail","Daily Mail","Q210534","0180v2"
3958,"kurt-cobain","Kurt Cobain","Q8446","0484q"
3994,"radio","Radio","Q872","06bz3"
4024,"trauma","Trauma","Q193078","03c8ld"
4062,"bing","Bing","Q182496","0bx7rw"
4075,"rafael-nadal","Rafael Nadal","Q10132","051q39"
4083,"osama-bin-laden","Osama Bin Laden","Q1317","05mg9"
4100,"queen-band","Queen (Band)","Q15862","0bk1p"
4134,"puppet","Puppets","Q1913135","0fmtd"
4137,"diddy","Diddy","Q216936","013w7j"
4207,"johnny-cash","Johnny Cash","Q42775","03h_fk5"
4262,"short-film","Short Films","Q24862","02hmvc"
4264,"middle-school","Middle Schools","Q149566","01j4jl"
4271,"luggage","Luggage","Q865054","03w7y7"
4312,"irc","IRC","Q73","03t2s"
